Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Nigeria/LA-CV259/2020	EPI_ISL_729943	2020-04-25	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/OG-CV260/2020	EPI_ISL_729944	2020-05-16	Africa / Nigeria / Ogun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/LA-CV261/2020	EPI_ISL_729945	2020-05-14	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/LA-CV262/2020	EPI_ISL_729946	2020-04-05	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.40	V
hCoV-19/Nigeria/LA-CV263/2020	EPI_ISL_729947	2020-05-14	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.40	V
hCoV-19/Nigeria/LA-CV264/2020	EPI_ISL_729948	2020-05-14	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/LA-CV266/2020	EPI_ISL_729950	2020-05-16	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/AK-CV267/2020	EPI_ISL_729951	2020-06-25	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	G
hCoV-19/Nigeria/AK-CV268/2020	EPI_ISL_729952	2020-06-27	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	G
hCoV-19/Nigeria/AK-CV269/2020	EPI_ISL_729953	2020-06-29	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.1.10	GR
hCoV-19/Nigeria/AK-CV270/2020	EPI_ISL_729954	2020-06-29	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.1.10	GR
hCoV-19/Nigeria/AK-CV271/2020	EPI_ISL_729955	2020-07-01	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.462	GH
hCoV-19/Nigeria/AK-CV272/2020	EPI_ISL_729956	2020-07-12	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1.1	GR
hCoV-19/Nigeria/AK-CV273/2020	EPI_ISL_729957	2020-07-20	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	G
hCoV-19/Nigeria/AK-CV274/2020	EPI_ISL_729958	2020-07-25	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 21 nucleotides when compared to the reference sequence.	info	B.1.1.10	GR
hCoV-19/Nigeria/BO-CV275/2020	EPI_ISL_729959	2020-04-23	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			A	S
hCoV-19/Nigeria/BO-CV276/2020	EPI_ISL_729960	2020-04-27	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	GH
hCoV-19/Nigeria/BO-CV277/2020	EPI_ISL_729961	2020-04-27	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.462	GH
hCoV-19/Nigeria/BO-CV278/2020	EPI_ISL_729962	2020-04-27	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.462	GH
hCoV-19/Nigeria/BO-CV279/2020	EPI_ISL_729963	2020-05-02	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 36 nucleotides when compared to the reference sequence.	warn	B.1.462	GH
hCoV-19/Nigeria/BO-CV280/2020	EPI_ISL_729964	2020-05-05	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.462	GH
hCoV-19/Nigeria/OS-CV285/2020	EPI_ISL_729966	2020-06-24	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/OS-CV286/2020	EPI_ISL_729967	2020-06-23	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.467	GH
hCoV-19/Nigeria/OS-CV287/2020	EPI_ISL_729968	2020-06-27	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	GH
hCoV-19/Nigeria/OS-CV288/2020	EPI_ISL_729969	2020-06-30	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/OS-CV290/2020	EPI_ISL_729970	2020-07-03	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.467	GH
hCoV-19/Nigeria/OS-CV292/2020	EPI_ISL_729971	2020-07-07	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (1.71% of overall sequence).	warn	B.1.1.487	GR
hCoV-19/Nigeria/OS-CV293/2020	EPI_ISL_729972	2020-07-07	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/OS-CV294/2020	EPI_ISL_729973	2020-07-08	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1.487	GR
hCoV-19/Nigeria/OS-CV295/2020	EPI_ISL_729974	2020-07-08	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.467	GH
hCoV-19/Nigeria/OS-CV296/2020	EPI_ISL_729975	2020-08-03	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/OS-CV297/2020	EPI_ISL_729976	2020-08-04	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1.254	GR
hCoV-19/Nigeria/OS-CV299/2020	EPI_ISL_729977	2020-08-07	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/Nigeria/OS-CV300/2020	EPI_ISL_729978	2020-08-31	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.336	GH
hCoV-19/Nigeria/OS-CV301/2020	EPI_ISL_729979	2020-09-01	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.336	GH
hCoV-19/Nigeria/OS-CV302/2020	EPI_ISL_729980	2020-09-03	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.336	GH
hCoV-19/Nigeria/OS-CV304/2020	EPI_ISL_729982	2020-10-05	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/OS-CV307/2020	EPI_ISL_729985	2020-10-12	Africa / Nigeria / Osun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/AK-CV308/2020	EPI_ISL_729986	2020-06-12	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	G
hCoV-19/Nigeria/AK-CV313/2020	EPI_ISL_729987	2020-06-27	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	G
hCoV-19/Nigeria/AK-CV314/2020	EPI_ISL_729988	2020-06-29	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/AK-CV317/2020	EPI_ISL_729989	2020-07-04	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.1.10	GR
hCoV-19/Nigeria/AK-CV319/2020	EPI_ISL_729990	2020-07-17	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (3.71% of overall sequence).	warn	B.1.1	GR
hCoV-19/Nigeria/AK-CV320/2020	EPI_ISL_729991	2020-07-17	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 6 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	warn	B.1.1.10	GR
hCoV-19/Nigeria/AK-CV321/2020	EPI_ISL_729992	2020-07-17	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1.10	GR
hCoV-19/Nigeria/AK-CV322/2020	EPI_ISL_729993	2020-07-20	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	G
hCoV-19/Nigeria/AK-CV324/2020	EPI_ISL_729994	2020-07-27	Africa / Nigeria / Akwa-Ibom State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	G
hCoV-19/Nigeria/BO-CV326/2020	EPI_ISL_729995	2020-04-19	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			A	S
hCoV-19/Nigeria/BO-CV327/2020	EPI_ISL_729996	2020-04-24	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (1.41% of overall sequence).	warn	B.1	GH
hCoV-19/Nigeria/BO-CV328/2020	EPI_ISL_729997	2020-04-25	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (1.95% of overall sequence).	warn	A	S
hCoV-19/Nigeria/BO-CV329/2020	EPI_ISL_729998	2020-04-25	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (1.12% of overall sequence).	warn	B.1.462	GH
hCoV-19/Nigeria/BO-CV330/2020	EPI_ISL_729999	2020-04-26	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			A	S
hCoV-19/Nigeria/BO-CV331/2020	EPI_ISL_730000	2020-04-26	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (2.21% of overall sequence). NS8_E110stop results in 9.9% truncation of the protein sequence.	warn	A	S
hCoV-19/Nigeria/BO-CV333/2020	EPI_ISL_730001	2020-04-27	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (4.20% of overall sequence).	warn	B.1.1	GR
hCoV-19/Nigeria/BO-CV336/2020	EPI_ISL_730003	2020-05-01	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (4.84% of overall sequence).	warn	A	S
hCoV-19/Nigeria/BO-CV337/2020	EPI_ISL_730004	2020-05-01	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.462	O
hCoV-19/Nigeria/BO-CV338/2020	EPI_ISL_730005	2020-05-03	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (2.95% of overall sequence).	warn	B.1	GH
hCoV-19/Nigeria/BO-CV339/2020	EPI_ISL_730006	2020-05-03	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	GH
hCoV-19/Nigeria/BO-CV341/2020	EPI_ISL_730007	2020-05-04	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.462	GH
hCoV-19/Nigeria/BO-CV343/2020	EPI_ISL_730008	2020-05-04	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 12 nucleotides when compared to the reference sequence.	info	B.1.462	GH
hCoV-19/Nigeria/BO-CV344/2020	EPI_ISL_730009	2020-05-06	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.462	GH
hCoV-19/Nigeria/BO-CV345/2020	EPI_ISL_730010	2020-05-08	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			A	S
hCoV-19/Nigeria/BO-CV346/2020	EPI_ISL_730011	2020-05-16	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (2.35% of overall sequence).	warn	B.1.1	GR
hCoV-19/Nigeria/BO-CV347/2020	EPI_ISL_730012	2020-05-17	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.467	GH
hCoV-19/Nigeria/BO-CV348/2020	EPI_ISL_730013	2020-05-18	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	NS8_E110stop results in 9.9% truncation of the protein sequence.	info	A	S
hCoV-19/Nigeria/BO-CV349/2020	EPI_ISL_730014	2020-05-19	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (2.47% of overall sequence).	warn	A	S
hCoV-19/Nigeria/BO-CV350/2020	EPI_ISL_730015	2020-05-23	Africa / Nigeria / Borno State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.462	GH
hCoV-19/Nigeria/NA-CV351/2020	EPI_ISL_730016	2020-05-31	Africa / Nigeria / Nasarawa State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (2.29% of overall sequence).	warn	B.1.1.484	GR
hCoV-19/Nigeria/BE-CV352/2020	EPI_ISL_730017	2020-06-01	Africa / Nigeria / Benue State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.462	GH
hCoV-19/Nigeria/FC-CV354/2020	EPI_ISL_730019	2020-06-24	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.467	GH
hCoV-19/Nigeria/FC-CV355/2020	EPI_ISL_730020	2020-06-26	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.0	NS8_E59stop results in 52.1% truncation of the protein sequence.	info	B.1.1.484	GR
hCoV-19/Nigeria/FC-CV356/2020	EPI_ISL_730021	2020-06-26	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/FC-CV360/2020	EPI_ISL_730024	2020-07-01	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1.484	GR
hCoV-19/Nigeria/FC-CV363/2020	EPI_ISL_730026	2020-07-07	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (1.06% of overall sequence).	warn	L.3	GR
hCoV-19/Nigeria/LA-CV367/2020	EPI_ISL_730028	2020-04-25	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/LA-CV368/2020	EPI_ISL_730029	2020-04-25	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	GH
hCoV-19/Nigeria/LA-CV369/2020	EPI_ISL_730030	2020-04-20	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (1.02% of overall sequence).	warn	B.1.1	GR
hCoV-19/Nigeria/LA-CV370/2020	EPI_ISL_730031	2020-04-09	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.8	G
hCoV-19/Nigeria/LA-CV371/2020	EPI_ISL_730032	2020-05-14	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/Nigeria/LA-CV374/2020	EPI_ISL_730033	2020-05-16	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/LA-CV375/2020	EPI_ISL_730034	2020-05-20	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/LA-CV379/2020	EPI_ISL_730035	2020-05-30	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/LA-CV380/2020	EPI_ISL_730036	2020-05-16	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/LA-CV384/2020	EPI_ISL_730038	2020-05-27	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/LA-CV386/2020	EPI_ISL_730039	2020-05-22	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/OG-CV387/2020	EPI_ISL_730040	2020-05-29	Africa / Nigeria / Ogun State	Human	Original			Illumina MiSeq	Viral-ngs v2.0	Stretches of NNNs (3.25% of overall sequence).	warn	B.1	G
hCoV-19/Nigeria/LA-CV389/2020	EPI_ISL_730042	2020-08-17	Africa / Nigeria / Lagos State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1	G
hCoV-19/Nigeria/KW-CV394/2020	EPI_ISL_730044	2020-07-10	Africa / Nigeria / Kwara State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.1	GR
hCoV-19/Nigeria/KW-CV401/2020	EPI_ISL_730048	2020-07-12	Africa / Nigeria / Kwara State	Human	Original			Illumina MiSeq	Viral-ngs v2.0			B.1.467	GH
hCoV-19/Nigeria/NCDC-08/2020	EPI_ISL_737200	2020-08-21	Africa / Nigeria / FCT	Human	Original	Oropharyngeal and nasal swabs		Nanopore MinION		Stretches of NNNs (1.00% of overall sequence).	warn	L.3	GR
hCoV-19/Nigeria/NCDC-4a/2020	EPI_ISL_737201	2020-05-22	Africa / Nigeria / FCT	Human	Original	Oropharyngeal and nasal swabs		Nanopore MinION				B.1.466	GH
hCoV-19/Nigeria/NCDC-1d/2020	EPI_ISL_825385	2020-12-15	Africa / Nigeria / Federal Capital Territory	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION		Stretches of NNNs (3.53% of overall sequence).	warn	L.3	GR
hCoV-19/Nigeria/NCDC-2d/2020	EPI_ISL_825437	2020-12-10	Africa / Nigeria / Federal Capital Territory	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION		Stretches of NNNs (2.80% of overall sequence).	warn	L.3	GR
hCoV-19/Nigeria/NCDC-9d/2020	EPI_ISL_825714	2020-11-28	Africa / Nigeria / Federal Capital Territory	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION		Stretches of NNNs (2.02% of overall sequence).	warn	B.1.1.487	GR
hCoV-19/Nigeria/FC-CV526/2020	EPI_ISL_872601	2020-08-06	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/FC-CV527/2020	EPI_ISL_872602	2020-08-07	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			B.1.1	GR
hCoV-19/Nigeria/FC-CV528/2020	EPI_ISL_872603	2020-08-08	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18	Gap of 6 nucleotides when compared to the reference sequence.	info	L.3	GR
hCoV-19/Nigeria/FC-CV529/2020	EPI_ISL_872604	2020-09-05	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/ZA-CV531/2020	EPI_ISL_872605	2020-11-11	Africa / Nigeria / Zamfara State	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18	Stretches of NNNs (2.49% of overall sequence).	warn	B.1.462	GH
hCoV-19/Nigeria/FC-CV532/2020	EPI_ISL_872606	2020-11-15	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/FC-CV533/2020	EPI_ISL_872607	2020-11-17	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/FC-CV534/2020	EPI_ISL_872608	2020-11-24	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.487	GR
hCoV-19/Nigeria/FC-CV535/2020	EPI_ISL_872609	2020-11-24	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.487	GR
hCoV-19/Nigeria/FC-CV536/2020	EPI_ISL_872610	2020-11-12	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/FC-CV539/2020	EPI_ISL_872611	2020-11-30	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/FC-CV541/2020	EPI_ISL_872612	2020-12-01	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18	Stretches of NNNs (1.12% of overall sequence).	warn	B.1.1	GR
hCoV-19/Nigeria/FC-CV542/2020	EPI_ISL_872613	2020-12-03	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/FC-CV543/2020	EPI_ISL_872614	2020-12-03	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18	Gap of 6 nucleotides when compared to the reference sequence.	info	L.3	GR
hCoV-19/Nigeria/FC-CV544/2020	EPI_ISL_872615	2020-12-03	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			B.1	GH
hCoV-19/Nigeria/FC-CV545/2020	EPI_ISL_872616	2020-12-07	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/FC-CV550/2020	EPI_ISL_872618	2020-12-11	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18	Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.1.10	GR
hCoV-19/Nigeria/FC-CV553/2020	EPI_ISL_872619	2020-12-11	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/FC-CV554/2020	EPI_ISL_872620	2020-12-23	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/FC-CV557/2020	EPI_ISL_872622	2020-12-22	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/FC-CV558/2020	EPI_ISL_872623	2020-12-27	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/FC-CV559/2020	EPI_ISL_872624	2020-12-28	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			B.1	S
hCoV-19/Nigeria/FC-CV560/2020	EPI_ISL_872625	2020-12-29	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/FC-CV562/2020	EPI_ISL_872626	2020-12-29	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18	Gap of 24 nucleotides when compared to the reference sequence.	info	B.1.525	G
hCoV-19/Nigeria/FC-CV563/2020	EPI_ISL_872627	2020-12-29	Africa / Nigeria / Abuja	Human	Original			Illumina MiSeq	Viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/CV616/2021	EPI_ISL_906277	2021-01-07	Africa / Nigeria / Osun State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 24 nucleotides when compared to the reference sequence.	info	B.1.525	G
hCoV-19/Nigeria/CV617/2021	EPI_ISL_906278	2021-01-07	Africa / Nigeria / Osun State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV619/2021	EPI_ISL_906279	2021-01-11	Africa / Nigeria / Osun State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV622/2021	EPI_ISL_906281	2021-01-11	Africa / Nigeria / Osun State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV624/2021	EPI_ISL_906283	2021-01-13	Africa / Nigeria / Osun State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1	GR
hCoV-19/Nigeria/CV625/2021	EPI_ISL_906284	2021-01-11	Africa / Nigeria / Osun State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 24 nucleotides when compared to the reference sequence.	info	B.1.525	G
hCoV-19/Nigeria/CV566/2020	EPI_ISL_906285	2020-12-01	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/CV567/2020	EPI_ISL_906286	2020-12-03	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/CV568/2020	EPI_ISL_906287	2020-12-03	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/CV570/2020	EPI_ISL_906288	2020-12-03	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/CV573/2020	EPI_ISL_906291	2020-12-04	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/CV602/2020	EPI_ISL_906295	2020-12-16	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Stretches of NNNs (2.26% of overall sequence). NS3_G254stop results in 8.0% truncation of the protein sequence.	warn	B.1.1.487	GR
hCoV-19/Nigeria/CV603/2020	EPI_ISL_906296	2020-12-16	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1	GR
